Reporting Laboratory,Week,SARS-CoV-2 Tested,SARS-CoV-2 Positive,Flu Tested,A(H1)pdm09 Positive,A(H3) Positive,A(UnS) Positive,Total Flu A Positive,Total Flu B Positive,RSV Tested,RSV Positive,HPIV Tested,HPIV 1 Positive,HPIV 2 Positive,HPIV 3 Positive,HPIV 4 Positive,Other HPIV Positive,ADV Tested,ADV Positive,HMPV Tested,HMPV Positive,EV/RV Tested,EV/RV Positive,HCoV Tested,HCoV Positive
P.H.O.L. - Thunder Bay, 45,71,13,31,0,0,0,0,0,31,0,30,0,0,0,0,2,30,0,30,0,30,5,30,0
P.H.O.L. - Thunder Bay, 41,51,21,33,0,0,0,0,0,33,0,16,0,0,0,0,1,16,0,16,0,16,2,16,0
P.H.O.L. - Thunder Bay, 35,42,9,21,0,0,0,0,0,21,0,12,0,0,0,0,0,12,1,12,0,12,5,12,0
P.H.O.L. - Thunder Bay, 3,109,23,97,1,0,5,5,0,96,6,65,0,0,0,0,0,65,0,65,4,65,1,65,1
P.H.O.L. - Thunder Bay, 47,87,28,50,0,0,0,0,0,50,0,41,0,0,0,0,6,41,0,41,0,41,1,41,0
P.H.O.L. - Thunder Bay, 37,53,13,28,0,0,0,0,0,28,0,26,0,0,0,0,0,26,0,26,0,26,3,26,0
P.H.O.L. - Thunder Bay, 46,68,19,23,0,0,0,0,0,23,0,17,0,0,0,0,2,17,0,17,0,17,0,17,0
P.H.O.L. - Thunder Bay, 36,47,16,26,0,0,0,0,0,26,0,17,0,0,0,0,1,17,0,17,1,17,2,17,0
P.H.O.L. - Thunder Bay, 38,72,33,30,0,0,0,0,0,30,0,27,0,0,0,0,1,27,0,27,0,27,7,27,0
P.H.O.L. - Thunder Bay, 40,83,40,52,0,0,0,0,0,52,0,20,0,0,0,0,2,20,0,20,0,20,2,20,1
P.H.O.L. - Thunder Bay, 6,43,10,32,2,0,0,2,0,32,1,23,0,0,0,0,1,23,0,23,2,23,1,23,1
P.H.O.L. - Thunder Bay, 44,47,22,20,0,0,0,0,0,20,0,14,0,0,0,0,0,14,0,14,0,14,2,14,0
P.H.O.L. - Thunder Bay, 42,69,28,34,0,0,0,0,0,34,0,30,0,0,0,0,0,30,0,30,0,30,2,30,0
P.H.O.L. - Thunder Bay, 9,55,9,35,0,0,1,1,2,35,0,29,0,0,0,0,0,29,0,29,1,29,0,29,1
P.H.O.L. - Thunder Bay, 1,82,10,55,9,0,1,3,0,55,4,40,0,0,0,0,2,40,0,40,1,40,0,40,0
P.H.O.L. - Timmins, 8,47,19,60,1,0,1,2,0,60,0,45,0,0,0,0,4,45,0,45,0,45,0,45,7
P.H.O.L. - Timmins, 6,38,1,45,7,0,2,9,0,45,1,35,0,0,0,0,0,35,0,35,2,35,0,35,3
P.H.O.L. - Timmins, 3,47,10,54,7,0,8,15,0,54,4,33,0,0,0,0,0,33,0,33,0,33,0,33,1
P.H.O.L. - Timmins, 42,24,2,19,0,0,0,0,0,19,0,18,0,0,0,0,1,18,0,18,0,18,1,18,0
P.H.O.L. - Timmins, 50,56,8,67,8,1,0,9,0,67,11,59,0,0,0,0,1,59,0,59,0,59,5,59,0
P.H.O.L. - Timmins, 45,57,29,23,0,0,0,0,0,23,0,20,0,0,0,0,1,20,0,20,0,20,2,20,0
P.H.O.L. - Timmins, 9,44,10,52,0,1,2,3,0,52,0,38,0,0,0,0,1,38,0,38,0,38,1,38,4
P.H.O.L. - Timmins, 52,20,10,25,5,0,1,3,0,25,1,22,0,0,0,0,0,22,0,22,0,22,1,22,0
P.H.O.L. - Timmins, 2,37,9,41,3,1,3,5,0,41,3,37,0,0,0,0,0,37,0,37,0,37,1,37,0
P.H.O.L. - Timmins, 40,19,1,17,0,0,0,0,0,17,0,17,0,0,0,0,0,17,0,17,0,17,2,17,0
P.H.O.L. - Timmins, 37,41,10,38,0,0,0,0,0,38,0,29,0,0,0,0,2,29,1,29,0,29,6,29,0
P.H.O.L. - Timmins, 46,57,33,40,0,0,0,0,0,40,2,30,0,0,0,0,0,30,1,30,0,30,4,30,0
P.H.O.L. - Timmins, 43,73,39,58,0,0,0,0,0,58,1,40,0,0,0,0,1,40,0,40,0,40,4,40,0
P.H.O.L. - Timmins, 38,25,6,18,0,0,0,0,0,18,0,18,0,0,0,0,3,18,0,18,0,18,3,18,0
P.H.O.L. - Timmins, 5,32,6,41,6,0,3,9,0,41,1,36,0,0,0,0,0,36,0,36,1,36,0,36,3
P.H.O.L. - Timmins, 4,32,8,32,4,0,3,7,0,32,0,29,0,0,0,0,0,29,0,29,0,29,2,29,0
P.H.O.L. - Timmins, 35,11,0,6,0,0,0,0,0,6,0,6,0,0,0,0,0,6,0,6,0,6,1,6,0
P.H.O.L. - Timmins, 36,18,1,9,0,0,0,0,0,9,0,6,0,0,0,0,0,6,0,6,0,6,3,6,0
P.H.O.L. - Timmins, 41,41,6,37,0,0,0,0,0,37,1,34,0,0,0,0,0,34,1,34,0,34,3,34,0
P.H.O.L. - Timmins, 48,19,1,26,1,0,0,1,0,26,7,22,0,0,0,0,0,22,0,22,0,22,1,22,0
P.H.O.L. - Timmins, 1,27,7,37,2,1,3,5,0,37,8,32,0,0,0,0,0,32,0,32,1,32,0,32,0
P.H.O.L. - Timmins, 7,32,5,39,2,0,2,4,0,39,1,27,0,0,0,0,3,27,0,27,0,27,1,27,2
P.H.O.L. - Timmins, 49,47,12,44,3,1,0,4,0,44,8,35,0,0,0,0,1,35,0,35,0,35,1,35,0
P.H.O.L. - Timmins, 39,23,8,18,0,0,0,0,0,18,1,18,0,0,0,0,3,18,0,18,0,18,0,18,0
P.H.O.L. - Timmins, 44,55,31,43,0,0,0,0,0,43,0,28,0,0,0,0,1,28,1,28,0,28,5,28,0
P.H.O.L. - Timmins, 47,26,5,21,0,0,0,0,0,21,5,14,0,0,0,0,0,14,0,14,0,14,0,14,0
P.H.O.L. - Toronto, 4,498,112,1268,77,9,53,135,7,1264,42,1165,0,0,0,0,22,1165,12,1165,18,1165,38,1165,111
P.H.O.L. - Toronto, 8,374,48,960,17,5,9,29,15,960,12,892,0,0,0,0,35,892,9,892,31,892,55,892,115
P.H.O.L. - Toronto, 35,569,80,728,7,2,0,5,0,728,3,682,0,0,0,0,29,682,11,682,0,682,135,682,3
P.H.O.L. - Toronto, 6,401,72,809,19,14,12,39,14,809,12,762,0,0,0,0,33,762,11,762,20,762,41,762,83
P.H.O.L. - Toronto, 47,841,355,1185,39,10,11,51,0,1185,59,1059,0,0,0,0,33,1063,17,1059,8,1059,69,1059,7
P.H.O.L. - Toronto, 38,714,218,928,8,3,0,5,0,928,6,837,0,0,0,0,26,837,7,837,3,837,209,837,6
P.H.O.L. - Toronto, 9,470,38,948,14,10,13,35,23,948,20,895,0,0,0,0,47,895,10,895,67,895,48,895,144
P.H.O.L. - Toronto, 43,743,283,1072,9,1,0,8,0,1073,17,941,0,0,0,0,21,941,4,941,8,941,129,941,2
P.H.O.L. - Toronto, 44,515,202,994,6,3,0,6,1,994,32,895,0,0,0,0,21,895,11,895,6,895,91,895,1
P.H.O.L. - Toronto, 46,742,250,1212,56,18,8,68,1,1210,50,1076,0,0,0,0,22,1076,11,1076,10,1076,74,1076,7
P.H.O.L. - Toronto, 52,790,267,1354,141,107,26,182,13,1354,88,1168,0,0,0,0,33,1168,9,1168,19,1168,57,1168,60
P.H.O.L. - Toronto, 37,522,187,890,4,3,1,6,0,890,2,822,0,0,0,0,26,822,9,822,4,822,200,822,1
P.H.O.L. - Toronto, 48,733,280,1248,50,20,0,60,3,1248,97,1136,0,0,0,0,40,1136,21,1136,8,1136,76,1136,8
P.H.O.L. - Toronto, 2,847,245,1975,120,117,25,181,7,1973,76,1819,0,0,0,0,32,1820,14,1819,16,1819,63,1819,101
P.H.O.L. - Toronto, 1,938,321,1626,132,192,21,173,8,1626,86,1467,0,0,0,0,45,1467,14,1467,26,1467,70,1467,71
P.H.O.L. - Toronto, 3,595,182,1525,72,72,50,140,4,1523,73,1402,0,0,0,0,32,1402,14,1402,19,1402,45,1402,78
P.H.O.L. - Toronto, 36,386,149,634,11,1,0,7,0,634,1,583,0,0,0,0,17,583,6,583,3,583,125,583,1
P.H.O.L. - Toronto, 41,505,201,1052,3,3,1,6,0,1052,10,951,0,0,0,0,23,951,6,951,5,951,216,951,3
P.H.O.L. - Toronto, 42,594,213,1055,8,2,0,8,0,1055,17,931,0,0,0,0,29,931,16,931,6,931,171,931,0
P.H.O.L. - Toronto, 39,640,196,822,6,2,0,5,0,822,4,782,0,0,0,0,27,782,7,782,3,782,190,782,3
P.H.O.L. - Toronto, 45,639,211,1012,29,7,1,27,2,1012,35,929,0,0,0,0,22,929,10,929,3,929,88,929,1
P.H.O.L. - Toronto, 5,577,156,1054,28,28,25,79,10,1054,17,959,0,0,0,0,20,959,17,959,22,959,35,959,114
P.H.O.L. - Toronto, 7,439,67,959,31,9,25,59,18,959,12,912,0,0,0,0,34,912,10,912,26,912,35,912,135
P.H.O.L. - Toronto, 50,746,250,1387,47,59,10,82,6,1387,87,1311,0,0,0,0,37,1311,27,1311,9,1311,69,1311,35
P.H.O.L. - Toronto, 49,573,165,1046,49,46,5,53,1,1046,74,976,0,0,0,0,32,977,12,976,14,976,60,976,9
P.H.O.L. - Toronto, 40,739,280,1033,5,4,0,8,0,1033,11,881,0,0,0,0,23,882,5,881,3,881,213,881,1
Prairies, 35,2126,220,2719,3,3,3,9,0,2636,7,670,2,3,1,3,0,670,22,567,1,658,99,693,5
Prairies, 2,9439,939,7706,238,34,178,450,107,7193,552,1477,6,4,12,0,0,1477,22,1433,41,1461,80,1495,53
Prairies, 36,5969,693,3798,7,4,1,12,2,3682,4,971,3,4,1,2,0,971,21,1006,2,961,160,1009,6
Prairies, 9,7792,658,6358,37,31,25,100,358,5963,257,1526,6,2,36,0,0,1526,18,1475,38,1509,112,1541,88
Prairies, 37,6906,828,4332,8,0,3,11,2,4165,9,1096,3,6,3,1,0,1096,23,1132,0,1090,238,1132,0
Prairies, 39,8667,1338,5021,21,0,2,23,6,4815,20,1237,3,4,4,3,0,1237,22,1289,5,1229,276,1290,6
Prairies, 1,10503,1124,9009,562,50,327,939,127,8409,621,1948,4,3,15,3,0,1948,25,1931,75,1931,103,1971,55
Prairies, 42,9954,1707,4970,29,5,18,52,4,4660,23,522,0,1,0,6,0,522,14,563,2,521,93,563,0
Prairies, 8,7315,673,6651,29,15,22,70,353,6273,409,1613,1,4,25,0,0,1613,12,1541,39,1605,119,1617,113
Prairies, 40,9130,1460,4932,19,1,6,26,6,4662,17,832,0,0,0,0,0,832,11,877,3,823,210,878,3
Prairies, 4,8317,742,6961,53,19,69,162,194,6552,420,1460,3,2,13,1,0,1459,24,1444,61,1452,85,1488,57
Prairies, 7,7979,742,6890,41,24,36,110,241,6387,370,1650,3,0,30,0,0,1650,20,1645,33,1638,140,1677,104
Prairies, 43,9387,1597,5010,48,13,42,103,8,4784,56,1025,5,2,1,3,0,1025,19,462,2,1016,177,1063,3
Prairies, 38,7903,1107,4992,12,2,9,23,1,4783,14,1323,2,3,0,8,0,1323,22,1378,2,1313,308,1381,4
Prairies, 41,9396,1553,4706,10,4,10,24,1,4396,23,491,1,0,0,3,0,491,8,525,2,490,108,525,3
Prairies, 3,8548,860,7003,136,34,113,283,142,6604,532,1561,2,1,12,1,0,1561,23,1543,68,1546,103,1584,58
Prairies, 52,10046,1001,9112,859,43,556,1458,116,8605,709,1839,3,2,11,0,0,1838,24,1810,42,1833,86,1838,40
Prairies, 50,11979,1342,10501,1166,62,905,2546,72,9648,487,2090,6,7,15,3,0,2090,35,2064,36,2073,102,2101,35
Prairies, 47,11320,1768,7682,612,35,759,1406,18,7243,226,1626,6,3,5,7,0,1625,24,1651,13,1620,109,1663,9
Prairies, 46,11061,1866,7905,590,22,718,1330,15,7521,217,1751,7,0,8,1,0,1751,31,1744,6,1727,153,1793,14
Prairies, 44,10284,1859,6367,141,21,175,337,8,5979,100,1647,10,2,5,5,0,1647,34,548,11,1637,191,1676,4
Prairies, 6,7990,813,6882,55,23,36,119,220,6490,428,1714,5,0,20,0,0,1712,15,1695,44,1691,127,1734,89
Prairies, 45,10402,1771,6326,227,23,471,721,16,5968,120,1415,5,4,4,2,0,1415,26,1436,9,1399,148,1454,6
Prairies, 49,12390,1543,9500,1051,53,1115,2531,53,8798,397,1774,5,4,10,3,0,1774,26,1765,39,1766,100,1784,26
Prairies, 5,8211,793,6985,46,30,39,134,219,6580,530,1617,3,4,27,1,0,1617,26,1585,49,1608,124,1628,58
Prairies, 48,10927,1388,8800,729,39,1014,1782,32,8293,289,1828,8,5,3,4,0,1828,37,1837,9,1810,123,1851,12
Prince Edward Island, 36,162,23,9,0,0,0,0,0,9,0,7,0,0,0,0,0,7,1,7,0,7,4,7,0
Prince Edward Island, 48,229,76,163,0,0,2,2,0,163,5,13,0,0,0,0,0,13,1,13,0,13,3,13,1
Prince Edward Island, 35,109,13,9,0,0,0,0,0,9,0,7,0,0,0,0,0,7,1,7,0,7,2,7,0
Prince Edward Island, 45,231,34,118,0,0,4,4,0,118,0,9,0,0,0,0,0,9,0,9,0,9,4,9,0
Prince Edward Island, 49,238,50,115,0,0,4,4,0,115,8,19,0,0,0,0,0,19,0,19,0,19,5,19,0
Prince Edward Island, 2,330,17,294,0,0,90,90,0,294,21,22,0,0,0,0,0,22,1,22,0,22,3,22,0
Prince Edward Island, 38,N.R.,N.R.,6,0,0,0,0,0,6,0,5,0,0,0,0,0,5,0,5,0,5,3,5,0
Prince Edward Island, 5,256,12,244,0,0,44,44,3,244,35,20,1,0,0,0,0,20,3,20,1,20,6,20,0
Prince Edward Island, 41,303,45,75,0,0,1,1,0,75,0,11,0,0,0,0,0,11,0,11,0,11,7,11,0
Prince Edward Island, 44,175,26,74,0,0,0,0,0,74,1,16,0,0,0,1,0,16,0,16,0,16,5,0,0
Prince Edward Island, 46,185,31,94,0,0,1,1,0,94,0,7,0,0,0,1,0,7,1,7,0,7,2,7,0
Prince Edward Island, 4,258,13,248,0,0,57,57,3,248,34,25,1,0,0,0,0,25,0,25,1,25,2,25,2
Prince Edward Island, 40,191,23,38,0,0,0,0,0,38,0,10,0,0,0,1,0,10,0,0,0,10,6,10,0
Prince Edward Island, 43,180,34,65,0,0,0,0,0,65,2,10,0,0,0,0,0,10,0,10,0,10,3,10,0
Prince Edward Island, 7,193,12,180,0,0,17,17,5,180,31,18,0,0,0,0,0,18,1,18,2,18,3,18,2
Prince Edward Island, 50,234,30,115,0,0,11,11,0,115,10,24,0,0,0,2,0,24,1,24,0,24,5,24,0
Prince Edward Island, 3,245,14,228,0,0,48,48,1,228,28,22,0,0,0,0,0,22,2,22,0,22,3,22,0
Prince Edward Island, 1,372,26,320,0,0,103,103,0,320,18,16,0,0,0,0,0,16,0,16,0,16,5,16,0
Prince Edward Island, 42,278,39,117,0,0,1,1,0,117,0,10,0,0,0,0,0,10,0,10,0,10,6,10,0
Prince Edward Island, 39,147,21,6,0,0,0,0,0,6,0,5,0,0,0,0,0,5,0,5,0,5,2,5,0
Prince Edward Island, 9,220,7,214,0,0,11,11,19,214,28,30,1,0,0,0,0,30,3,30,1,30,3,30,8
Prince Edward Island, 47,256,55,117,0,0,1,1,0,117,2,11,0,0,0,1,0,11,0,11,0,11,3,11,0
Prince Edward Island, 37,102,8,10,0,0,0,0,0,10,0,9,0,0,0,1,0,9,2,9,0,9,5,9,0
Prince Edward Island, 8,181,19,170,0,0,11,11,7,170,23,9,0,0,0,0,0,9,2,9,0,9,1,9,3
Prince Edward Island, 52,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
Prince Edward Island, 6,200,5,193,0,0,15,15,4,193,38,22,0,0,0,0,0,22,0,22,1,22,7,22,1
Province of Ontario, 1,11547,1942,9873,457,346,707,1157,53,9876,398,7058,1,1,30,1,80,5180,39,7011,75,7011,264,4721,159
Province of Ontario, 40,9349,1646,6456,7,10,4,20,0,6456,126,4846,1,2,4,0,51,4847,32,4849,7,4849,716,3386,6
Province of Ontario, 7,7725,578,7007,111,41,339,484,122,7005,80,5327,1,0,10,0,65,5327,32,5334,113,5334,225,3619,327
Province of Ontario, 50,9592,1911,7047,245,126,275,556,22,7043,428,4475,1,0,0,2,68,4475,94,4487,25,4487,207,4487,64
Province of Ontario, 45,9609,1752,7242,47,10,44,90,5,7243,552,5244,3,1,4,4,46,5244,48,5246,11,5246,455,3609,10
Province of Ontario, 5,9023,880,7751,144,57,458,655,79,7749,164,5547,1,0,32,1,58,5547,41,5547,75,5547,181,3730,233
Province of Ontario, 36,6856,1065,4379,13,3,2,12,4,4379,36,3340,0,1,1,0,45,3340,26,3343,6,3343,429,2205,2
Province of Ontario, 8,8078,551,7190,92,26,343,459,169,7190,82,5105,0,0,22,0,71,5105,41,5104,134,5104,255,3407,277
Province of Ontario, 52,11565,2038,9872,445,267,969,1517,62,9871,454,6844,0,1,23,3,61,4848,39,6826,67,6844,225,4458,110
Province of Ontario, 4,9137,1042,8179,182,46,526,738,47,8165,213,5581,0,0,23,0,55,5578,41,5582,59,5582,164,3845,219
Province of Ontario, 42,9300,1568,6834,19,6,11,32,5,6834,254,5292,4,1,9,0,65,5291,40,5297,17,5297,573,3706,2
Province of Ontario, 47,10884,2413,8072,115,34,107,224,2,8070,699,5699,2,1,6,5,70,5703,61,5707,25,5707,335,3969,22
Province of Ontario, 49,11648,2174,8462,200,109,372,595,18,8461,626,6031,5,0,13,3,65,6032,70,6037,37,6037,272,4007,23
Province of Ontario, 3,9949,1280,8820,236,159,504,770,40,8816,263,6097,1,0,21,0,50,6089,39,6101,75,6101,193,4358,165
Province of Ontario, 37,6612,1069,5005,4,4,4,10,0,4998,51,3744,0,0,3,0,48,3745,32,3745,14,3745,602,2495,6
Province of Ontario, 38,8385,1557,5550,10,6,3,13,3,5550,72,4258,0,0,6,0,68,4257,26,4257,6,4257,741,2887,12
Province of Ontario, 46,10471,2132,7798,96,41,103,210,12,7826,617,5499,5,1,9,5,48,5499,51,5500,20,5500,374,3833,16
Province of Ontario, 48,11185,2240,8454,161,52,213,392,14,8454,718,5973,3,0,11,3,66,5973,81,5976,28,5976,310,4252,18
Province of Ontario, 41,8340,1286,6171,4,3,12,18,0,6169,145,4778,0,0,5,1,47,4795,33,4795,10,3387,553,3341,4
Province of Ontario, 44,9062,1548,6998,25,7,14,38,4,6999,406,5214,1,0,6,3,42,5214,54,5217,9,5217,438,3507,15
Province of Ontario, 2,11355,1621,9990,321,264,537,916,59,9985,326,7128,1,0,24,2,56,5313,32,7135,43,7135,228,5021,158
Province of Ontario, 39,9147,1643,6071,10,4,4,15,6,6071,81,4819,0,0,5,0,60,4794,34,4819,16,4819,772,3196,5
Province of Ontario, 9,7465,469,6453,97,31,252,376,186,6454,81,5089,0,1,50,2,92,5089,50,5089,170,5089,235,3443,291
Province of Ontario, 6,8391,711,7281,127,48,378,543,106,7283,116,5070,0,1,12,0,72,5068,33,5067,79,5067,204,3332,234
Province of Ontario, 43,9275,1794,6813,18,4,15,34,4,6814,287,5219,1,1,7,0,41,5219,36,5196,16,5223,520,3703,11
Province of Ontario, 35,5644,728,4200,10,5,4,15,4,4200,33,3275,0,0,6,0,55,3275,27,3278,7,3278,347,2101,3
Province of Québec, 2,13890,2052,12628,2,0,1917,1919,24,8950,550,1881,2,1,6,1,0,1898,44,1886,30,N.C.,N.C.,1708,42
Province of Québec, 52,15451,3037,12578,1,1,2467,2469,9,9495,689,1971,1,3,10,2,0,1974,50,1973,42,N.C.,N.C.,1845,54
Province of Québec, 37,11688,2117,4150,0,0,17,17,3,3154,52,1025,12,5,2,4,0,1042,26,1025,8,N.C.,N.C.,1025,1
Province of Québec, 6,10549,773,10899,0,0,1924,1924,96,7606,349,1833,1,0,8,0,0,1851,48,1829,48,N.C.,N.C.,1652,153
Province of Québec, 45,11625,2309,5739,0,0,49,49,4,4444,359,1049,8,7,2,3,0,1065,35,1048,25,N.C.,N.C.,1050,5
Province of Québec, 9,10476,511,11384,0,0,1242,1242,489,8160,323,1796,1,0,18,1,0,1811,40,1798,90,N.C.,N.C.,1636,124
Province of Québec, 44,11803,2164,5302,0,0,35,35,4,4338,293,1049,9,5,6,2,0,1067,42,1052,19,N.C.,N.C.,1049,3
Province of Québec, 41,12612,2308,4979,0,0,11,11,3,3897,144,1092,7,3,3,2,0,1109,38,1094,11,N.C.,N.C.,1092,8
Province of Québec, 7,11084,735,11969,1,0,1987,1988,183,7973,363,1847,0,0,9,1,0,1858,36,1848,69,N.C.,N.C.,1682,136
Province of Québec, 49,14149,3188,8130,1,0,580,581,10,5927,653,1621,2,4,9,3,0,1640,61,1626,40,N.C.,N.C.,1510,24
Province of Québec, 43,12005,2196,5081,0,0,32,32,6,4043,246,1047,7,3,5,4,0,1060,39,1051,15,N.C.,N.C.,1047,4
Province of Québec, 1,15599,2750,12936,0,0,2243,2243,31,9643,691,2031,3,0,10,0,0,2032,43,2033,43,N.C.,N.C.,1835,38
Province of Québec, 35,9358,1525,3324,0,0,8,8,5,2526,29,832,13,3,3,11,0,836,22,833,11,N.C.,N.C.,832,4
Province of Québec, 4,11021,1078,11274,0,0,1989,1989,31,7783,428,1772,0,0,3,1,0,1784,43,1772,27,N.C.,N.C.,1615,91
Province of Québec, 47,12867,2761,6553,0,0,134,134,4,4963,585,1430,6,4,3,1,0,1444,58,1430,37,N.C.,N.C.,1343,13
Province of Québec, 40,15695,3480,5616,1,0,19,20,2,4323,117,1163,12,4,2,5,0,1176,31,1165,9,N.C.,N.C.,1163,1
Province of Québec, 39,15431,3283,4839,0,0,10,10,4,3780,90,1109,9,3,2,6,0,1120,23,1110,10,N.C.,N.C.,1109,5
Province of Québec, 36,10244,1780,3645,0,0,7,7,1,2743,45,861,4,4,4,7,0,871,19,860,12,N.C.,N.C.,861,7
Province of Québec, 3,11596,1344,11045,0,0,1606,1606,40,7782,453,1840,0,1,7,1,0,1847,22,1835,41,N.C.,N.C.,1689,70
Province of Québec, 50,15726,3767,9248,4,0,1007,1011,10,6732,689,1596,3,1,6,2,0,1610,51,1601,42,N.C.,N.C.,1511,25
Province of Québec, 38,13457,2755,4732,0,0,14,14,0,3650,82,1120,19,4,3,6,0,1132,12,1122,12,N.C.,N.C.,1120,7
Province of Québec, 46,13185,2664,6193,0,0,88,88,6,4656,477,1205,11,3,5,0,0,1213,60,1204,31,N.C.,N.C.,1207,13
Province of Québec, 42,12588,2344,5107,0,0,19,19,1,3886,186,1047,6,4,5,1,0,1055,38,1047,14,N.C.,N.C.,1047,5
Province of Québec, 5,10994,943,11082,0,0,2069,2069,62,7748,386,1824,3,0,7,0,0,1831,46,1822,44,N.C.,N.C.,1635,81
Province of Québec, 8,10927,558,11756,1,1,1665,1667,309,8178,373,1821,2,1,25,1,0,1830,35,1821,50,N.C.,N.C.,1637,165
Province of Québec, 48,13853,3056,7227,0,0,274,274,11,5554,634,1593,7,5,7,2,0,1614,61,1591,37,N.C.,N.C.,1520,16
Québec-Chaudière-Appalaches, 40,2838,609,635,0,0,2,2,0,635,17,264,2,0,0,0,0,277,15,264,3,N.C.,N.C.,264,0
Québec-Chaudière-Appalaches, 48,2414,540,1178,0,0,25,25,3,1179,130,577,1,1,1,0,0,598,31,577,16,N.C.,N.C.,496,7
Québec-Chaudière-Appalaches, 1,2431,407,2454,0,0,564,564,2,2378,231,877,0,0,0,0,0,878,22,877,14,N.C.,N.C.,681,10
Québec-Chaudière-Appalaches, 45,1969,357,670,0,0,4,4,2,672,57,267,3,2,0,1,0,283,15,267,5,N.C.,N.C.,267,0
Québec-Chaudière-Appalaches, 49,2239,464,1199,0,0,68,68,3,1162,116,557,0,0,2,0,0,576,27,556,12,N.C.,N.C.,445,3
Québec-Chaudière-Appalaches, 2,1998,275,2272,0,0,462,462,5,2159,153,792,0,0,1,0,0,809,13,794,14,N.C.,N.C.,618,12
Québec-Chaudière-Appalaches, 50,2302,521,1417,0,0,124,124,4,1392,159,619,1,0,0,1,0,633,27,619,21,N.C.,N.C.,529,8
Québec-Chaudière-Appalaches, 52,2362,473,2207,0,0,527,527,2,2125,215,767,0,1,1,0,0,770,18,766,15,N.C.,N.C.,641,15
Québec-Chaudière-Appalaches, 8,1578,73,1973,0,0,353,353,93,1837,76,673,1,0,4,0,0,682,12,673,22,N.C.,N.C.,489,53
Québec-Chaudière-Appalaches, 6,1662,115,2103,0,0,513,513,34,1967,95,781,1,0,1,0,0,799,20,780,25,N.C.,N.C.,599,42
Québec-Chaudière-Appalaches, 43,2135,352,689,0,0,3,3,1,689,36,255,0,0,0,2,0,268,9,255,5,N.C.,N.C.,255,0
Québec-Chaudière-Appalaches, 47,2171,462,1118,0,0,8,8,0,1119,125,548,2,1,0,0,0,562,23,549,11,N.C.,N.C.,460,4
Québec-Chaudière-Appalaches, 38,2446,502,506,0,0,5,5,0,506,17,226,0,1,0,3,0,238,6,226,2,N.C.,N.C.,226,0
Québec-Chaudière-Appalaches, 35,1582,226,401,0,0,1,1,1,401,7,186,1,0,0,1,0,190,12,186,2,N.C.,N.C.,186,0
Québec-Chaudière-Appalaches, 37,1989,339,468,0,0,1,1,0,468,11,242,2,0,1,0,0,259,10,242,2,N.C.,N.C.,242,0
Québec-Chaudière-Appalaches, 41,2290,401,608,0,0,2,2,0,608,18,261,1,0,0,0,0,278,12,261,2,N.C.,N.C.,261,1
Québec-Chaudière-Appalaches, 3,1864,203,1997,0,0,433,433,7,1903,127,730,0,0,0,0,0,737,7,729,19,N.C.,N.C.,577,20
Québec-Chaudière-Appalaches, 42,2084,369,589,0,0,1,1,0,589,30,244,0,1,0,1,0,252,17,244,2,N.C.,N.C.,244,0
Québec-Chaudière-Appalaches, 7,1786,122,2182,0,0,471,471,70,2029,77,710,0,0,0,1,0,721,7,710,32,N.C.,N.C.,545,35
Québec-Chaudière-Appalaches, 44,2032,309,687,0,0,0,0,1,692,54,273,1,0,0,0,0,291,17,273,7,N.C.,N.C.,273,0
Québec-Chaudière-Appalaches, 5,1678,127,1971,0,0,534,534,22,1858,97,704,1,0,0,0,0,711,17,704,17,N.C.,N.C.,515,30
Québec-Chaudière-Appalaches, 36,1746,249,420,0,0,2,2,0,420,5,189,1,0,0,1,0,199,10,189,4,N.C.,N.C.,189,1
Québec-Chaudière-Appalaches, 39,2732,520,594,0,0,1,1,1,594,21,285,1,0,0,0,0,296,8,285,4,N.C.,N.C.,285,0
Québec-Chaudière-Appalaches, 4,1737,152,2005,0,0,506,506,8,1899,111,746,0,0,0,0,0,758,19,745,11,N.C.,N.C.,589,34
Québec-Chaudière-Appalaches, 9,1608,68,2126,0,0,261,261,217,1980,82,682,0,0,0,1,0,697,19,683,34,N.C.,N.C.,521,42
Québec-Chaudière-Appalaches, 46,2301,473,768,0,0,5,5,1,768,85,297,2,2,0,0,0,305,19,297,6,N.C.,N.C.,297,1
Région Nord-Est, 5,1608,94,1723,0,0,308,308,7,744,73,74,0,0,0,0,0,74,4,70,3,N.C.,N.C.,74,2
Région Nord-Est, 40,2013,491,1357,0,0,4,4,0,323,12,76,1,1,2,2,0,76,2,76,0,N.C.,N.C.,76,0
Région Nord-Est, 50,2140,366,1955,3,0,293,296,1,810,85,101,0,1,0,1,0,101,3,99,0,N.C.,N.C.,101,2
Région Nord-Est, 47,1544,311,1273,0,0,23,23,0,429,39,56,2,0,1,0,0,56,7,51,3,N.C.,N.C.,56,0
Région Nord-Est, 2,2114,205,2143,1,0,428,429,2,968,69,67,0,0,0,0,0,67,4,67,3,N.C.,N.C.,67,2
